,Interval,Height
77,"[77, 78)",0.004567339085313297
78,"[78, 79)",0.005598168188822817
79,"[79, 80)",0.0032944740943243456
80,"[80, 81)",0.0019310633037028008
81,"[81, 82)",0.001995490122672146
82,"[82, 83)",0.0028521926884266797
83,"[83, 84)",0.003266613848283548
84,"[84, 85)",0.0031412427410999573
85,"[85, 86)",0.0027250803158655394
86,"[86, 87)",0.0018022096657641109
87,"[87, 88)",0.002824332442385882
88,"[88, 89)",0.003956154937793294
89,"[89, 90)",0.0035434750433139765
90,"[90, 91)",0.004596940596731645
91,"[91, 92)",0.003158655394875456
92,"[92, 93)",0.0038116299114566553
93,"[93, 94)",0.004354904709252214
94,"[94, 95)",0.0034337753245283348
95,"[95, 96)",0.003080298452885712
96,"[96, 97)",0.0023071766252535718
97,"[97, 98)",0.0017099226007539678
98,"[98, 99)",0.0011196336377645635
99,"[99, 100)",0.0013425156060909464
100,"[100, 101)",0.0013007252370297495
101,"[101, 102)",0.0016037054127234262
102,"[102, 103)",0.0016855448854682699
103,"[103, 104)",0.002289763971478073
104,"[104, 105)",0.0032962153597018953
105,"[105, 106)",0.003162137925630556
106,"[106, 107)",0.0037350142348444616
107,"[107, 108)",0.0039631199993034934
108,"[108, 109)",0.005117578944619055
109,"[109, 110)",0.0022827989099678736
110,"[110, 111)",0.002160910333539383
111,"[111, 112)",0.002174840456559782
112,"[112, 113)",0.002254938663927076
113,"[113, 114)",0.0027999547271001838
114,"[114, 115)",0.002857416484559329
115,"[115, 116)",0.002726821581243089
116,"[116, 117)",0.003573076554732324
117,"[117, 118)",0.0026258281893451973
118,"[118, 119)",0.002779059542569585
119,"[119, 120)",0.00349646087812013
120,"[120, 121)",0.002136532618253685
121,"[121, 122)",0.001500970755447984
122,"[122, 123)",0.0006756109664893479
123,"[123, 124)",0.0005241208786425095
124,"[124, 125)",0.0007835694198974394
125,"[125, 126)",0.0005258621440200594
126,"[126, 127)",0.00040571483296911865
127,"[127, 128)",0.00037088952541812134
128,"[128, 129)",0.0006059603513873531
129,"[129, 130)",0.0004335750790099165
130,"[130, 131)",0.0005920302283669543
131,"[131, 132)",0.000790534481407639
132,"[132, 133)",0.0009960037959585231
133,"[133, 134)",0.0011074447801217144
134,"[134, 135)",0.0008758564849075823
135,"[135, 136)",0.0006721284357342481
136,"[136, 137)",0.000724366397060744
137,"[137, 138)",0.0007713805622545904
138,"[138, 139)",0.0008619263618871835
139,"[139, 140)",0.0019554410189884987
140,"[140, 141)",0.0009176468539687791
141,"[141, 142)",0.0007974995429178384
142,"[142, 143)",0.0015984816165907766
143,"[143, 144)",0.0016681322316927712
144,"[144, 145)",0.001217144498907356
145,"[145, 146)",0.00014800755709173857
146,"[146, 147)",0.00023332956059168196
147,"[147, 148)",0.00021417564143863345
148,"[148, 149)",0.0002629310720100297
149,"[149, 150)",0.0002820849911630782
150,"[150, 151)",0.00047710671344866314
151,"[151, 152)",0.0005154145517547602
152,"[152, 153)",0.00030123891031612674
153,"[153, 154)",0.00030994523720387606
154,"[154, 155)",0.0002873087872957278
155,"[155, 156)",0.00037088952541812134
156,"[156, 157)",0.00040571483296911865
157,"[157, 158)",0.0004353163443874664
158,"[158, 159)",0.0004596940596731645
159,"[159, 160)",0.000557204920815957
160,"[160, 161)",0.000504966959489461
161,"[161, 162)",0.0006616808434689489
162,"[162, 163)",0.0008967516694381808
163,"[163, 164)",0.0011318224954074126
164,"[164, 165)",0.0012902776447644504
165,"[165, 166)",0.0013512219329786957
166,"[166, 167)",0.0012241095604175554
167,"[167, 168)",0.0012624173987236525
168,"[168, 169)",0.0015340547976214315
169,"[169, 170)",0.0017882795427437118
170,"[170, 171)",0.0018736015462436553
171,"[171, 172)",0.0019449934267231999
172,"[172, 173)",0.002042504287865992
173,"[173, 174)",0.00246214924385551
174,"[174, 175)",0.002808661053987933
175,"[175, 176)",0.0030141303685388174
176,"[176, 177)",0.0037419792963546607
177,"[177, 178)",0.00428003029801757
178,"[178, 179)",0.0035904892085078226
179,"[179, 180)",0.0026850312121818928
180,"[180, 181)",0.0016646497009376714
181,"[181, 182)",0.0010395354303972698
182,"[182, 183)",0.0007609329699892912
183,"[183, 184)",0.0005798413707241052
184,"[184, 185)",0.000426610017499717
185,"[185, 186)",0.0005589461861935068
186,"[186, 187)",0.0008288423197137359
187,"[187, 188)",0.0010656544110605177
188,"[188, 189)",0.0011126685762543641
189,"[189, 190)",0.001436543936478639
190,"[190, 191)",0.002004196449559895
191,"[191, 192)",0.002174840456559782
192,"[192, 193)",0.0017273352545294665
193,"[193, 194)",0.0015201246746010327
194,"[194, 195)",0.0014609216517643372
195,"[195, 196)",0.0012467460103257036
196,"[196, 197)",0.0015636563090397793
197,"[197, 198)",0.0017691256235906633
198,"[198, 199)",0.0022044419679781296
199,"[199, 200)",0.0025718489626411515
200,"[200, 201)",0.002768611950304286
201,"[201, 202)",0.003611384393038421
202,"[202, 203)",0.004746689419200934
203,"[203, 204)",0.004828528891945777
204,"[204, 205)",0.004499429735588852
205,"[205, 206)",0.004112868821772782
206,"[206, 207)",0.0041476941293237795
207,"[207, 208)",0.004610870719752044
208,"[208, 209)",0.005385733812761734
209,"[209, 210)",0.005911595956781793
210,"[210, 211)",0.006418304181648804
211,"[211, 212)",0.006902375956607667
212,"[212, 213)",0.006900634691230117
213,"[213, 214)",0.007797386360668298
214,"[214, 215)",0.008349367485351604
215,"[215, 216)",0.010081926536013721
216,"[216, 217)",0.012648551702522224
217,"[217, 218)",0.016150236376775002
218,"[218, 219)",0.02044245553243542
219,"[219, 220)",0.027496321576889925
220,"[220, 221)",0.037353624879199715
221,"[221, 222)",0.04482713587964374
222,"[222, 223)",0.04688357029053013
223,"[223, 224)",0.04037820284000383
224,"[224, 225)",0.03122437075022419
225,"[225, 226)",0.02473293342271829
226,"[226, 227)",0.02113373788732272
227,"[227, 228)",0.015620891701999843
228,"[228, 229)",0.00879339015662682
229,"[229, 230)",0.0051715581713231
230,"[230, 231)",0.003412880139997736
231,"[231, 232)",0.0028696053422021784
232,"[232, 233)",0.0038464552190076527
233,"[233, 234)",0.004631765904282642
234,"[234, 235)",0.005141956659904753
235,"[235, 236)",0.004697933988629537
236,"[236, 237)",0.004184260702252327
237,"[237, 238)",0.0036340208429465693
238,"[238, 239)",0.0034912370819874805
239,"[239, 240)",0.0026449821084982457
240,"[240, 241)",0.002342001932804569
241,"[241, 242)",0.002056434410886391
242,"[242, 243)",0.0020755883300394395
243,"[243, 244)",0.002059916941641491
244,"[244, 245)",0.0022514561331719763
245,"[245, 246)",0.0026101568009472484
246,"[246, 247)",0.002909654445885825
247,"[247, 248)",0.0030367668184469654
248,"[248, 249)",0.0029270670996613237
249,"[249, 250)",0.002679807416049243
250,"[250, 251)",0.0025579188396207524
251,"[251, 252)",0.002805178523232833
252,"[252, 253)",0.0032805439713039465
253,"[253, 254)",0.003597454270018022
254,"[254, 255)",0.005004396695078313
255,"[255, 256)",0.006554122881097694
256,"[256, 257)",0.008394640385167901
257,"[257, 258)",0.010969971878564152
258,"[258, 259)",0.012591089945063078
259,"[259, 260)",0.01177095395223709
260,"[260, 261)",0.009432434550187621
261,"[261, 262)",0.006129254128975526
262,"[262, 263)",0.0035783003508649738
263,"[263, 264)",0.002211407029488329
264,"[264, 265)",0.0016681322316927712
265,"[265, 266)",0.0015897752897030273
266,"[266, 267)",0.001022122776621771
267,"[267, 268)",0.0007121775394178949
268,"[268, 269)",0.000426610017499717
269,"[269, 270)",0.00040919736372421837
270,"[270, 271)",0.00047536544807111325
271,"[271, 272)",0.0004892955710915122
272,"[272, 273)",0.0004945193672241618
273,"[273, 274)",0.0005676525130812562
274,"[274, 275)",0.0006390443935608007
275,"[275, 276)",0.0008706326887749328
276,"[276, 277)",0.0010952559224788655
277,"[277, 278)",0.0011753541298461592
278,"[278, 279)",0.0011997318451318574
279,"[279, 280)",0.0010586893495503182
280,"[280, 281)",0.0006320793320506012
281,"[281, 282)",0.0003082039718263262
282,"[282, 283)",0.00020372804917333427
283,"[283, 284)",9.228706501014286e-05
284,"[284, 285)",3.134277679589758e-05
285,"[285, 286)",6.965061510199462e-06
286,"[286, 287)",1.0447592265299192e-05
287,"[287, 288)",1.0447592265299192e-05
288,"[288, 289)",1.3930123020398924e-05
289,"[289, 290)",8.706326887749327e-06
290,"[290, 291)",1.2188857642849059e-05
291,"[291, 292)",1.7412653775498655e-05
292,"[292, 293)",2.4377715285698118e-05
293,"[293, 294)",2.263644990814825e-05
294,"[294, 295)",4.701416519384637e-05
295,"[295, 296)",6.0944288214245294e-05
296,"[296, 297)",7.487441123464421e-05
297,"[297, 298)",7.661567661219409e-05
298,"[298, 299)",6.790934972444476e-05
299,"[299, 300)",2.611898066324798e-05
